[ INFO | db_manager.py:50 ] 2017-01-24 11:58:42,554 > query : INSERT INTO user (`mail`, `access_token`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:20:16,200 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:21:02,160 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 17:21:02,161 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:21:41,369 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 17:21:41,370 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:22:13,124 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 17:22:13,124 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:22:18,198 > query : INSERT INTO user (`calender_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:22:18,198 > params : ['(', 'c', 'p', 'g', '0', '5', '0', '4', '@', 'g', 'm', 'a', 'i', 'l', '.', 'c', 'o', 'm', ',', 'c', 'p', 'g', '0', '5', '0', '4', '@', 'g', 'm', 'a', 'i', 'l', '.', 'c', 'o', 'm', ')', ',', '(', '6', 'b', 'k', 'u', '0', 'p', 'g', 'm', '8', '4', 'k', '5', 'h', '5', 'a', '4', 'b', 'c', 'o', 'a', 'h', 'n', 't', 'p', '7', '8', '@', 'g', 'r', 'o', 'u', 'p', '.', 'c', 'a', 'l', 'e', 'n', 'd', 'a', 'r', '.', 'g', 'o', 'o', 'g', 'l', 'e', '.', 'c', 'o', 'm', ',', 'c', 'p', 'g', '0', '5', '0', '4', '@', 'g', 'm', 'a', 'i', 'l', '.', 'c', 'o', 'm', ')']
[ INFO | db_manager.py:50 ] 2017-01-24 17:23:38,676 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 17:23:38,676 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:23:44,121 > query : INSERT INTO user (`calender_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:23:44,121 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:24:12,643 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 17:24:12,643 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:24:18,374 > query : INSERT INTO calendarList (`calender_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:24:18,374 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:32:14,672 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 17:32:14,672 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:32:18,160 > query : INSERT INTO calendarList (`calendar_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:32:18,161 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:34:29,236 > query : INSERT INTO calendarList (`calendar_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:34:29,236 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:34:29,240 > query : INSERT INTO calendarList (`calendar_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:34:29,240 > params : ['6bku0pgm84k5h5a4bcoahntp78@group.calendar.google.com', 'cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 17:34:36,754 > query : INSERT INTO calendarList (`calendar_id`, `mail`)VALUES(%s, %s)
[ INFO | db_manager.py:59 ] 2017-01-24 17:34:36,755 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 18:54:34,152 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 18:54:34,152 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 18:55:48,589 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 18:55:48,589 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 18:55:48,957 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 18:55:48,957 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 18:57:26,191 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 18:57:26,191 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 18:57:52,115 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 18:57:52,115 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 19:01:24,671 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 19:01:24,671 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 19:01:33,874 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 19:01:33,874 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '86d5ea32-4b55-41c2-9ef1-1107ce30d683']
[ INFO | db_manager.py:50 ] 2017-01-24 19:06:47,802 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 19:06:47,802 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 19:06:59,797 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 19:06:59,797 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '5c0a1705-61da-4d34-ac0c-04e2ad9b7346']
[ INFO | db_manager.py:50 ] 2017-01-24 20:22:43,094 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 20:22:43,094 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 20:22:50,110 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 20:22:50,110 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', 'e329c186-beac-42b3-85e6-c296b1a6c5f4']
[ INFO | db_manager.py:50 ] 2017-01-24 20:22:55,624 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 20:22:55,624 > params : ['e329c186-beac-42b3-85e6-c296b1a6c5f4']
[ INFO | db_manager.py:50 ] 2017-01-24 20:22:55,627 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 20:22:55,628 > params : ['e329c186-beac-42b3-85e6-c296b1a6c5f4']
[ INFO | db_manager.py:50 ] 2017-01-24 20:31:31,038 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 20:31:31,038 > params : ['cpg0504@gmail.com']
[ INFO | log.py:109 ] 2017-01-24 20:31:31,039 > Connection <pymysql.connections.Connection object at 0x7f87b709d240> exceeded timeout; recycling
[ INFO | db_manager.py:50 ] 2017-01-24 22:10:56,938 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:10:56,939 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 22:11:03,326 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 22:11:03,327 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '042b1c3e-2098-4b6d-99c9-a027c1197cf8']
[ INFO | db_manager.py:50 ] 2017-01-24 22:12:25,653 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 22:12:25,654 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '45e3c167-ad08-4288-a483-83a1c53127f8']
[ INFO | db_manager.py:50 ] 2017-01-24 22:12:31,536 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:12:31,536 > params : ['45e3c167-ad08-4288-a483-83a1c53127f8']
[ INFO | db_manager.py:50 ] 2017-01-24 22:12:57,476 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:12:57,477 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 22:13:29,234 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 22:13:29,235 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', 'd8e22ffd-c275-4768-bd1c-1d998ad25a16']
[ INFO | db_manager.py:50 ] 2017-01-24 22:13:35,275 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:13:35,275 > params : ['d8e22ffd-c275-4768-bd1c-1d998ad25a16']
[ INFO | db_manager.py:50 ] 2017-01-24 22:13:35,279 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:13:35,279 > params : ['d8e22ffd-c275-4768-bd1c-1d998ad25a16']
[ INFO | db_manager.py:50 ] 2017-01-24 22:14:42,945 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:14:42,945 > params : ['45e3c167-ad08-4288-a483-83a1c53127f8']
[ INFO | db_manager.py:50 ] 2017-01-24 22:51:57,551 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:51:57,551 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 22:52:11,971 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 22:52:11,972 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', 'cba73cf9-dbd4-478f-b005-d52e20d5b99f']
[ INFO | db_manager.py:50 ] 2017-01-24 22:52:20,105 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:52:20,106 > params : ['cba73cf9-dbd4-478f-b005-d52e20d5b99f']
[ INFO | db_manager.py:50 ] 2017-01-24 22:52:20,109 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:52:20,109 > params : ['cba73cf9-dbd4-478f-b005-d52e20d5b99f']
[ INFO | db_manager.py:50 ] 2017-01-24 22:53:38,260 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:53:38,261 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 22:53:44,300 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 22:53:44,300 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '8e724e93-067d-49ad-8f11-9c65b138ed0e']
[ INFO | db_manager.py:50 ] 2017-01-24 22:53:50,366 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:53:50,366 > params : ['8e724e93-067d-49ad-8f11-9c65b138ed0e']
[ INFO | db_manager.py:50 ] 2017-01-24 22:53:50,369 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 22:53:50,370 > params : ['8e724e93-067d-49ad-8f11-9c65b138ed0e']
[ INFO | db_manager.py:50 ] 2017-01-24 23:01:54,851 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:01:54,851 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 23:02:00,413 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 23:02:00,413 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '780fb204-2f51-4c8e-9fb5-41aeb38d48e5']
[ INFO | db_manager.py:50 ] 2017-01-24 23:02:05,833 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:02:05,833 > params : ['780fb204-2f51-4c8e-9fb5-41aeb38d48e5']
[ INFO | db_manager.py:50 ] 2017-01-24 23:02:05,835 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:02:05,836 > params : ['780fb204-2f51-4c8e-9fb5-41aeb38d48e5']
[ INFO | db_manager.py:50 ] 2017-01-24 23:06:56,807 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:06:56,807 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 23:07:10,318 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 23:07:10,318 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '4da63166-a643-45e8-9d21-ec0de66c1795']
[ INFO | db_manager.py:50 ] 2017-01-24 23:07:16,327 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:07:16,327 > params : ['4da63166-a643-45e8-9d21-ec0de66c1795']
[ INFO | db_manager.py:50 ] 2017-01-24 23:07:16,330 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:07:16,331 > params : ['4da63166-a643-45e8-9d21-ec0de66c1795']
[ INFO | db_manager.py:50 ] 2017-01-24 23:41:40,458 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:41:40,459 > params : ['cpg0504@gmail.com']
[ INFO | log.py:109 ] 2017-01-24 23:41:40,459 > Connection <pymysql.connections.Connection object at 0x7fb5f163d048> exceeded timeout; recycling
[ INFO | db_manager.py:50 ] 2017-01-24 23:41:51,264 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 23:41:51,264 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', 'b5ec7ca6-e0a9-4b01-9401-68c1abce3c89']
[ INFO | db_manager.py:50 ] 2017-01-24 23:41:57,909 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:41:57,909 > params : ['b5ec7ca6-e0a9-4b01-9401-68c1abce3c89']
[ INFO | db_manager.py:50 ] 2017-01-24 23:41:57,913 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:41:57,913 > params : ['b5ec7ca6-e0a9-4b01-9401-68c1abce3c89']
[ INFO | db_manager.py:50 ] 2017-01-24 23:42:59,328 > query : SELECT * FROM user WHERE mail = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:42:59,328 > params : ['cpg0504@gmail.com']
[ INFO | db_manager.py:50 ] 2017-01-24 23:43:03,598 > query : INSERT INTO calendarList (`calendar_id`, `mail`,`channel_id`)VALUES(%s, %s,%s)
[ INFO | db_manager.py:59 ] 2017-01-24 23:43:03,599 > params : ['cpg0504@gmail.com', 'cpg0504@gmail.com', '91598bff-3c43-4fc9-80cf-e9ded0640a7c']
[ INFO | db_manager.py:50 ] 2017-01-24 23:43:09,525 > query : SELECT * FROM calendarList WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:43:09,525 > params : ['91598bff-3c43-4fc9-80cf-e9ded0640a7c']
[ INFO | db_manager.py:50 ] 2017-01-24 23:43:09,529 > query : UPDATE calendarList SET isRegitPush = 1 WHERE channel_id = %s
[ INFO | db_manager.py:59 ] 2017-01-24 23:43:09,529 > params : ['91598bff-3c43-4fc9-80cf-e9ded0640a7c']
